text,datum,statsminister
Tryggheten i arbetslivet skall även fortsättningsvis vila på fyra hörnstenar. Tillsvidareanställningen skall förbli den huvudsakliga anställningsformen. Uppsägning skall ske på saklig grund. Rätten till återanställning skall finnas kvar. Huvudregeln sist in först ut består. ,1996-09-17,Göran Persson
Könsuppdelningen av arbetsmarknaden måste brytas. Både kvinnor och män skall ha möjligheter att kombinera ett utvecklande yrkesliv med ett aktivt föräldraskap. Kampen mot kvinnors arbetslöshet intensifieras. ,1996-09-17,Göran Persson
De äldres erfarenheter och kunskap måste i ökad utsträckning tas tillvara. Pensionärers deltagande i offentliga utredningar och kommittéer ökas. Samverkansmöjligheterna vidgas. Regeringen kommer att erbjuda pensionärsorganisationerna samrådsrätt inför förslag som är av särskild vikt för pensionärer. ,1996-09-17,Göran Persson
"Sverige skall vara en pådrivande internationell kraft och ett föregångsland i strävan att skapa en ekologiskt hållbar utveckling. Välståndet skall byggas på en effektivare användning av naturresurserna - energi, vatten och råvaror. ",1996-09-17,Göran Persson
Ett nytt energisystem skall utvecklas. Avvecklingen av kärnkraften bör inledas under mandatperioden och därefter fortsätta i jämn takt. Den skall ske på ett sådant sätt att den elintensiva industrins konkurrensläge inte äventyras. Regeringens ambition är att samla en bred majoritet bakom ,1996-09-17,Göran Persson
resultaten av de energipolitiska överläggningarna. ,1996-09-17,Göran Persson
"Miljölagarna samlas och skärps i en miljöbalk. Statsförvaltningens miljöarbete skall utvecklas till ett föredöme. Kommunikationssystemen skall anpassas till en långsiktigt hållbar utveckling. Ett konkret arbete med att bygga om vatten- och avloppssystem, bostäder, skolor och daghem påbörjas. Därigenom skapas en bättre miljö, kretsloppsanpassning och nya arbetstillfällen. ",1996-09-17,Göran Persson
"Stora värden står på spel. Väldiga uppgifter ligger framför oss. De kan lösas endast om människors konsumtion, den offentliga sektorns investeringar, företagens produktion och lagstiftningen utvecklas i samma riktning. Vi skall stärka Sverige utan att äventyra kommande generationers livskvalitet. ",1996-09-17,Göran Persson
En framgångsrik kamp mot arbetslösheten är beroende av människors känsla av trygghet och tillförsikt inför framtiden. Denna påverkar inte bara konsumtion och investeringar. Den lägger även grunden för social stabilitet och individuell kreativitet. ,1996-09-17,Göran Persson
"Varje människa skall kunna lita på vården och omsorgen, på pensionerna och på försäkringssystemen. Prioriteringen av vård, omsorg och skola framför statliga bidrag och transfereringar ligger fast. ",1996-09-17,Göran Persson
"Den uppgörelse som har slutits mellan staten, Landstingsförbundet och Kommunförbundet skapar goda förutsättningar för den kommunala verksamheten. Kommunerna får stabila spelregler. Uppsägning av personal och skattehöjningar motverkas. ",1996-09-17,Göran Persson
Det är angeläget med en bred politisk enighet kring framtidens pensioner. Arbetet med att reformera pensionssystemet fortsätter. En ny socialtjänstlag föreläggs riksdagen. ,1996-09-17,Göran Persson
"Välfärdens uthållighet får inte undergrävas, vare sig av nya statsfinansiella obalanser eller av fusk, överutnyttjande och ekonomisk brottslighet. Förslag om att inrätta en särskild ekobrottsmyndighet kommer att föreläggas riksdagen. Regeringen föreslår också en kraftfull satsning på utvecklade kontrollsystem inom statsförvaltningen. ",1996-09-17,Göran Persson
Justitiekanslerns studie av kontrollen över de statliga förvaltningsmyndigheterna samt kommuner och landsting kommer att följas av förslag till nödvändiga åtgärder. ,1996-09-17,Göran Persson
"Kulturpolitiken inriktas mot ökad regional balans i fördelningen av statligt kulturstöd. Litteraturen och läsandet, samt konstnärernas villkor står i centrum. Ett arkitekturpolitiskt program presenteras. Förslag om en bibliotekslag kommer att föreläggas riksdagen. ",1996-09-17,Göran Persson
Sverige är ett av världens mest jämlika länder. Men även här påverkas välfärden av ökade inkomstklyftor. I takt med att arbetslösheten sjunker och statsfinanserna stärks kan utrymme skapas för åtgärder som förbättrar inkomstfördelningen utan att budgetsaneringen äventyras. ,1996-09-17,Göran Persson
Rädsla får inte breda ut sig i samhället. Brottsbekämpningen stärks genom att polisens arbetsmetoder och organisation utvecklas. Samarbetet mellan åklagare och polis intensifieras. ,1996-09-17,Göran Persson
"Nazistiska och rasistiska yttringar skall bekämpas varhelst de förekommer. Kampen mot brottslighet med rasistiska förtecken stärks. Åtgärder kommer att föreslås för att motverka spridningen av rasistiska åsikter. Det krävs att var och en tar ansvar för ett samhälle där alla människor kan känna trygghet och tillhörighet, oavsett etnisk, religiös eller kulturell bakgrund. ",1996-09-17,Göran Persson
Åtgärder riktas mot de speciella problemen i storstadsregionerna. Segregation i alla former måste motverkas. Arbetet för integration intensifieras och kampen mot etnisk diskriminering stärks. ,1996-09-17,Göran Persson
Strävan efter ett jämställt samhälle fortsätter. Löneskillnader på grund av kön måste försvinna. Ett jämställdhetsperspektiv skall genomsyra alla delar av regeringens politik. ,1996-09-17,Göran Persson
"Människan är målet - hennes utveckling och frihet, hennes törst att lära och bilda sig, hennes vilja att växa och spränga nya gränser, hennes ansvarskänsla för kommande generationer, hennes solidaritet och kärlek till andra människor. ",1996-09-17,Göran Persson
Målet skyms av att mer än var tionde människa går utan arbete. Det är ett fruktansvärt slöseri. Den främsta tillgång samhället äger kommer inte till nytta. ,1996-09-17,Göran Persson
Hela Sverige måste mobiliseras för att betvinga arbetslösheten. Politiken skall lägga grunden. För att den skall bli stabil och uthållig krävs samverkan - inte splittring. För att den skall få full effekt krävs samarbete - inte strid. ,1996-09-17,Göran Persson
"Det är tid att ta ansvar. Det är tid att helhjärtat, och utan förbehåll, delta i arbetet för att åter nå full sysselsättning. ",1996-09-17,Göran Persson
"För att göra politiken stabil, åtgärderna verkningsfulla och för att halvera den öppna arbetslösheten bjuder regeringen in hela svenska folket till ett gemensamt ansvarstagande. ",1996-09-17,Göran Persson
Tillsammans skall vi göra Sverige till en nation som möter nästa årtusende som ett föregångsland. Gemensamt kan vi nå våra bästa drömmars Sverige.,1996-09-17,Göran Persson
"Regeringsförklaring, 19970916, Göran Persson",1997-09-16,Göran Persson
"Eders Majestäter, ",1997-09-16,Göran Persson
"Eders Kungliga Högheter, ",1997-09-16,Göran Persson
"fru talman, ",1997-09-16,Göran Persson
ärade ledamöter av Sveriges riksdag! ,1997-09-16,Göran Persson
"Svenska folket kan möta nästa sekel med tillförsikt och framtidstro. Vi kommer att ta steget in i 2000-talet med hög tillväxt, låg inflation och sjunkande arbetslöshet. ",1997-09-16,Göran Persson
Låneberoendets tid är förbi. Överskott i de offentliga finanserna skall pressa tillbaka statsskulden. ,1997-09-16,Göran Persson
Vi kan åter forma vår gemensamma framtid - ett samhälle där ingen lämnas utanför. På stabil grund kan politiken inriktas mot att utveckla Sverige: ,1997-09-16,Göran Persson
Arbetslösheten skall betvingas. År 2000 skall den öppna arbetslösheten vara halverad till fyra procent. Därefter är målet full sysselsättning. ,1997-09-16,Göran Persson
"Skolan, vården och omsorgen skall förbättras. Regeringen vill utveckla välfärdens kärna. Därför skall nya resurser i första hand tillföras skolan, vården och omsorgen om barn och äldre. ",1997-09-16,Göran Persson
Rättvisan skall stärkas. När utrymme finns skall de som har burit tyngst bördor i saneringen av de gemensamma finanserna stå främst. Valet mellan skattesänkningar och bidragsförändringar skall styras av vad som bäst gynnar en rättvis fördelning och mest bidrar till tillväxt och ökad sysselsättning. ,1997-09-16,Göran Persson
Regeringen kan inte acceptera att löntagarnas uppoffringar under de svåra år som vi har bakom oss används till att finansiera skattelättnader för höginkomsttagare under de goda år som ligger framför oss. ,1997-09-16,Göran Persson
"Fria och trygga människor, ett vitalt näringsliv och internationellt engagemang skall känneteckna vårt land i det nya seklet. Med en politik som står i samklang med övriga Europa skall vi ta steget in i 2000-talet. ",1997-09-16,Göran Persson
*** På fyra hörnstenar skall Sverige byggas starkt inför framtiden. ,1997-09-16,Göran Persson
För det första: Sverige skall möta 2000-talet genom ett starkt internationellt engagemang i den globala miljö vi lever i. ,1997-09-16,Göran Persson
"Regeringens utrikespolitiska mål är att ytterligare intensifiera Östersjösamarbetet, att spela en aktiv roll i EU-arbetet, att vara pådrivande i utvidgningen av EU, att verka för ökad säkerhet och samarbete i Europa, att delta i fredsfrämjande uppdrag samt att vidmakthålla ett aktivt internationellt engagemang för solidaritet och rättvisa. ",1997-09-16,Göran Persson
"Sveriges militära alliansfrihet, syftande till att vårt land skall kunna vara neutralt i händelse av krig i vårt närområde, består. Den förenas med en stark vilja till ansvarstagande och samarbete. Därmed värnar vi bäst vårt lands frihet och oberoende. Vårt mål är en ny alleuropeisk säkerhetsgemenskap. ",1997-09-16,Göran Persson
"Europa blir en allt säkrare kontinent. Länderna knyts närmare varandra. Organisationer som EU, NATO, OSSE och Europarådet får tydligare roller. Ryssland inlemmas allt mer i de europeiska samarbetsstrukturerna. ",1997-09-16,Göran Persson
Sveriges samverkan med övriga nordiska länder bygger på en bred värdegemenskap. Det nordiska samarbetet förblir en stabil plattform för konkret samverkan och internationellt agerande. Det skall utvecklas under Sveriges ordförandeskap i Nordiska Ministerrådet under 1998. ,1997-09-16,Göran Persson
"Östersjöregionen kan bli Europas främsta tillväxtregion. Länderna runt Östersjön flätas samman i en allt snabbare takt. Sverige skall gå i spetsen för att förverkliga visionen om Östersjön som en framtidsregion. Insatser görs för att förbättra energiförsörjningen, stärka miljösamarbetet, sammanlänka infrastrukturen, riva handelshinder, utveckla utbildningssamarbetet och skärpa brottsbekämpningen. Vi vill också stärka samarbetet mellan EU och Barentsområdet. ",1997-09-16,Göran Persson
"Att - från öst till väst - binda samman länderna i Europa är en historisk uppgift för att uppnå fred, god miljö och ökat välstånd genom en god ekonomisk och social utveckling. Sverige förespråkar att alla kandidatländer som uppfyller de demokratiska kraven skall inbjudas till en gemensam ",1997-09-16,Göran Persson
förhandlingsstart om medlemskap i EU. ,1997-09-16,Göran Persson
"Det är inte aktuellt med ett svenskt deltagande i valutaunionen EMU då den startar 1 januari 1999. Detta ställer fortsatt stora krav på starka offentliga finanser, varaktigt låg inflation och en bättre fungerande lönebildning. ",1997-09-16,Göran Persson
"Frihandel - byggd på gemensamma regler, färre tullar och mindre handelshinder - är av vital betydelse för Sveriges utveckling. En effektivisering av EUs inre marknad utan illojal skattekonkurrens och snedvridande subventioner skulle gynna konsumenter och företag i samtliga länder i unionen. ",1997-09-16,Göran Persson
Förenta nationerna är det viktigaste redskapet för att möta de globala hoten mot mänskligheten. Det kommande året präglas av arbetet med att reformera och stärka FN. Vi skall fullt ut ta det ansvar för internationell fred och säkerhet som medlemskapet i säkerhetsrådet ger oss. Konfliktförebyggande och social utveckling ges prioritet. Arbetet för internationell nedrustning drivs vidare. ,1997-09-16,Göran Persson
"Sverige går emot den internationella trenden, och ökar stegvis biståndet. Särskild vikt fästs vid att bekämpa fattigdom, främja demokrati och mänskliga rättigheter. Under hösten presenteras en ny enhetlig politik för samarbetet med Afrika. Ett motsvarande arbete genomförs för Asien. ",1997-09-16,Göran Persson
Sverige skall ha ett modernt och starkt totalförsvar med god förmåga till anpassning efter den säkerhetspolitiska utvecklingen. En förnyad bedömning av det säkerhetspolitiska läget görs under 1998 med speciell uppmärksamhet riktad mot de civila hoten och riskerna. ,1997-09-16,Göran Persson
"I före detta Jugoslavien utför svensk personal en riskfylld och viktig uppgift. Sverige skall också fortsättningsvis aktivt bidra till fred, försoning, återuppbyggnad och flyktingars frivilliga återvändande. ",1997-09-16,Göran Persson
Det internationella kommando och regionala utbildningscenter som Sverige har upprättat ,1997-09-16,Göran Persson
inom ramen för Partnerskap för fred skall utvecklas. Sverige skall delta i uppbyggandet av en snabbinsatsstyrka som skall kunna stå till FNs förfogande. ,1997-09-16,Göran Persson
Moderniseringen av flyktingpolitiken fortsätter. Rättssäkerheten och humaniteten i asylprocessen stärks. Det europeiska samarbetet fördjupas. ,1997-09-16,Göran Persson
"Sveriges utrikespolitik skall präglas av solidaritet, samarbete och ett aktivt engagemang. Så skapas respekt och förtroende för Sverige i vår omvärld. ",1997-09-16,Göran Persson
*** ,1997-09-16,Göran Persson
För det andra: Sverige skall möta 2000-talet på ett sätt som skapar en långsiktigt hållbar tillväxt i en allt hårdare konkurrens. ,1997-09-16,Göran Persson
"Regeringens tillväxtpolitiska mål är att bibehålla stabila offentliga finanser och prisstabilitet, att förbättra kompetensen inom samhällets alla områden, att möjliggöra fler och växande företag och att vidare utveckla en konkurrenskraftig exportsektor. ",1997-09-16,Göran Persson
Sveriges ekonomi är stark. De offentliga utgifternas andel av ekonomin faller kraftigt. Den konjunkturuppgång som har inletts är den första på 30 år som inte har skapats av ett försämrat värde på kronan eller en expansion av finanspolitiken. Utsikterna att i Sverige kunna kombinera en god tillväxt med låg inflation är goda. Räntorna har halverats. Investeringarna är höga. Köpkraften stärks. Arbetslösheten minskar. ,1997-09-16,Göran Persson
En väl fungerande lönebildning är avgörande för att den utvecklingen skall fortgå. Förslag till åtgärder som syftar till att underlätta lönebildningen utreds för närvarande. Huvudansvaret vilar dock på arbetsmarknadens parter. ,1997-09-16,Göran Persson
Antalet nystartade företag är rekordhögt. Ett ökat småföretagande är en sund utveckling som ytterligare skall stärkas i dialog och samarbete med näringslivet. Företagandet underlättas genom bland annat en förkortning av sjuklöneperioden till 14 dagar och skattelättnader för huvuddelägare av ,1997-09-16,Göran Persson
företag. Den fria konkurrensen stärks genom åtgärder mot ekonomisk brottslighet. ,1997-09-16,Göran Persson
Arbetsmarknadspolitiken utvecklas. Den skall upprätthålla en hög kompetensnivå bland de arbetslösa. Samverkan förbättras och det lokala inflytandet stärks. Åtgärder vidtas för att ingen människa under 25 år skall behöva gå arbetslös mer än hundra dagar. En generationsväxling möjliggörs på arbetsmarknaden. ,1997-09-16,Göran Persson
Regeringens ambitioner stärks av medlemskapet i EU. Fördragets sysselsättningsavsnitt skall det närmaste året konkretiseras för att få en reell effekt för de 18 miljoner människor som är arbetslösa i EU. ,1997-09-16,Göran Persson
Sverige skall konkurrera på en växande världsmarknad med ny teknik och modern produktion. Arbetet för att ställa om Sverige till ekologisk hållbarhet fortsätter. Målet är att till nästa generation kunna lämna över ett samhälle där de stora miljöproblemen är lösta. En tydlig politik och aktiva medborgare driver fram ett ökat kretsloppstänkande. ,1997-09-16,Göran Persson
"Miljölagstiftningen breddas, skärps och samlas i en miljöbalk. Tydliga miljömål läggs fast. Genom de lokala investeringsprogrammen ges kommunerna möjlighet att påbörja omställningen till ökad hållbarhet och minska arbetslösheten. Infrastrukturen förbättras. Transportsystemen utvecklas inom ramen för ekologiskt hållbar tillväxt. Informationstekniken skall användas för att stärka medborgarnas kompetens och Sveriges position som framtidsmarknad för investeringar i högteknologisk produktion och utveckling. ",1997-09-16,Göran Persson
"Avvecklingen av kärnkraften inleds. I bred samverkan mellan stat, kommuner och näringsliv skall ny teknik, effektivare användning och miljövänlig produktion utvecklas. En delegation för att främja miljöanpassad upphandling inrättas. Insatser för vår egen omställning kan främja utvecklingen i hela Östersjöområdet. ",1997-09-16,Göran Persson
"Det svenska jordbruket är världsledande vad gäller kvalitet, djurskydd och miljöhänsyn. Produktionens effektivitet skapar konkurrenskraftiga priser. Jordbruksnäringen är avgörande för landsbygdsutvecklingen. Ytterligare insatser för att förbättra svensk livsmedelsproduktion övervägs. En radikal förändring av EUs jordbrukspolitik är nödvändig för att konsumentkraven fullt ut skall få effekt på varor och produktion. ",1997-09-16,Göran Persson
"Den förestående konjunkturuppgången måste komma hela Sverige till del. Regionalpolitiken utvecklas och förbättras. Det regionala utvecklingsarbetet bör få en djupare demokratisk förankring. Försöken med självstyrelseorgan i Skåne, Kalmar, Gotland och Västra Götaland följs noggrant upp. ",1997-09-16,Göran Persson
"*** För det tredje: Sverige skall möta 2000-talet med hög kompetens, inte med låga löner. ",1997-09-16,Göran Persson
"Regeringens mål är att stimulera varje barns utveckling i unga år, att ungdomar skall kunna möta vuxenvärlden med relevanta färdigheter och hög kompetens, att människor från hela Sverige skall ha möjlighet till en bra högskoleutbildning samt att var och en skall ha goda förutsättningar för kompetensutveckling på sin arbetsplats. ",1997-09-16,Göran Persson
Det livslånga lärandet är en nödvändighet för att pressa tillbaka arbetslösheten och bibehålla en full sysselsättning på framtidens arbetsmarknad. Grunden läggs i skolan. Läraryrket skall utvecklas och stärkas. Användningen av informationsteknik i utbildningen främjas. ,1997-09-16,Göran Persson
Gymnasieskolan förbättras. Alla elever skall ha möjlighet att söka vidare till högskolan. En ny modern lärlingsutbildning införs. Den kvalificerade yrkesutbildningen stärks för att bättre möta skiftande krav på nyckelkompetens på arbetsmarknaden. Kunskapslyftet fortsätter. ,1997-09-16,Göran Persson
Folkbildningens unika möjligheter att öka alla samhällsgruppers deltagande i det livslånga lärandet och i det fria och frivilliga bildningsarbetet skall tas till vara. ,1997-09-16,Göran Persson
Högskolan skall ge både bredd och kvalitet i såväl utbildning som forskning. Rekryteringen till den högre utbildningen från samhällets alla grupper och regioner skall förbättras. Högskolan skall bli mer jämställd och stärkas i sin roll för fortbildning av vuxna i arbetslivet. Distansutbildning och informationsteknik utnyttjas för att öka tillgänglighet och kvalitet. Högskolan utökas med 15 000 utbildningsplatser under 1998. Intagningen till merparten av platserna sker till vårterminen. ,1997-09-16,Göran Persson
Genom en samordnad forskningspolitik skall svensk forskning befinna sig på högsta internationella nivå. Forskarutbildningen förbättras. Resultaten från forsknings- och utvecklingsarbetet skall spridas och nyttiggöras inom samhällets och näringslivets alla sektorer. ,1997-09-16,Göran Persson
För att möta den stora efterfrågan på kompetens inom informationsteknik utvecklas en särskild IT-utbildning i samarbete med svenskt näringsliv. ,1997-09-16,Göran Persson
"Kompetensutveckling på arbetsplatserna är nödvändigt för att utveckla löntagarnas möjligheter och näringslivets styrka i framtiden. Regeringen bjuder därför in arbetsmarknadens parter till samtal om hur vi gemensamt skall förverkliga ett livslångt lärande, också i arbetslivet. Syftet är trefaldigt: att bidra till förnyelse av ",1997-09-16,Göran Persson
"arbetsorganisationen, att stimulera kompetensutveckling och att underlätta lönebildningen. ",1997-09-16,Göran Persson
*** ,1997-09-16,Göran Persson
För det fjärde: Sverige skall stärkas av att varje människa i frihet och trygghet och med okränkbart människovärde skall kunna utveckla sin livskvalitet och skaparkraft. ,1997-09-16,Göran Persson
"Regeringens välfärdspolitiska mål är att livsvillkoren skall vara rättvisa och jämlika, att varje barn skall ha möjlighet att växa upp och utvecklas i trygghet, att ingen människa skall behöva känna rädsla för våld eller hot, att skolan, vården och omsorgen skall förbättras samt att trygghetssystemen skall vara stabila och effektiva. ",1997-09-16,Göran Persson
Människors skaparkraft och kunskap är grunden för en stark samhällsutveckling och en levande demokrati. Inriktningen i 1996 års kulturproposition fullföljs genom att konstnärernas villkor förbättras och författandet och läsandet ges bättre förutsättningar. Det industriella kulturarvet skyddas. Ett arkitekturpolitiskt program kommer att läggas fram. ,1997-09-16,Göran Persson
"Skolan, vården och omsorgen är kärnan i välfärdssamhället. Kommunernas ekonomi stärks genom att statsbidragen höjs med fyra miljarder kronor vart år fram till år 2000. Därmed kan kvaliteten förbättras. Antalet lärare kan öka. Barngrupperna på daghem kan bli mindre. Sexårsverksamheten kan utvecklas. De äldre kan få mer tid med personalen inom äldreomsorgen. Alla barn och ungdomar upp till 20 år kan få fri sjukvård och vårdköerna kan minska. Nya former och ökad kvalitet skapas. Patientens ställning stärks. 10 000-tals arbetstillfällen säkras. Samarbetet mellan kommuner och landsting skall utvecklas, främst avseende vården av gamla och psykiskt sjuka. ",1997-09-16,Göran Persson
Barnets bästa kommer att särskilt betonas i regeringens arbete. Socialtjänstlagen ändras så att barnperspektivet stärks och barns rätt hävdas. Alla barns rätt till avgiftsfria skolmåltider i grundskolan lagfästs. Barnbidraget höjs och ett flerbarnstillägg införs även för barn födda efter år 1995. Arbetet mot sexuellt utnyttjande av barn intensifieras genom en nationell handlingsplan. Innehav av barnpornografi förbjuds. ,1997-09-16,Göran Persson
"Ett jämställdhetsperspektiv skall genomsyra alla delar av regeringens politik. Lika lön för lika arbete är ett självklart mål, liksom varje människas möjlighet till självständig försörjning. Kvinnor och män skall kunna kombinera ett utvecklande arbetsliv med ett aktivt föräldraskap. ",1997-09-16,Göran Persson
Förtroendet för de sociala trygghetssystemen skall återupprättas. Kontrollen över de offentliga finanserna innebär att ingen människa skall behöva ängslas för nya hastiga förändringar i reglerna. Pensionsöverenskommelsen ligger fast. Arbetet fullföljs under året. ,1997-09-16,Göran Persson
De sämst ställda pensionärernas situation uppmärksammas. Pensionärernas bidrag till saneringen av de offentliga finanserna är fullföljt. Fullt inflationsskydd av pensionerna införs från och med 1999. ,1997-09-16,Göran Persson
Tryggheten i vardagen och kampen mot brottsligheten stärks. Polisens resurser ökar. Lagstiftningen mot kvinnovåld förbättras. Internationell och organiserad brottslighet skall bemötas med kraft. Insatserna mot drogmissbruk intensifieras. Straffsystemet skall moderniseras och alternativa påföljder utvecklas. Halvtidsfrigivningen avskaffas och kriminalvården förändras i syfte att på ett bättre sätt förbereda den intagne för ett laglydigt liv i frihet. ,1997-09-16,Göran Persson
"Mångfalden är en styrka för Sverige som måste tas till vara i alla samhällsområden. Lika rättigheter och samma möjligheter för alla - oavsett etnisk, kulturell och religiös ",1997-09-16,Göran Persson
bakgrund - är en grundläggande strävan i arbetet för ett jämlikt och humant samhälle. En samlad politik för integration kommer att föreläggas riksdagen. Nazisternas systematiska mördande av judar och oliktänkande under andra världskriget står som en evig symbol för demokratins bräcklighet. En bred informationsinsats om förintelsen skall initieras med början i höst. *** ,1997-09-16,Göran Persson
2000-talet lockar och inspirerar. Människors möjligheter att förverkliga sina drömmar och förhoppningar är framtidens demokratiska garant. ,1997-09-16,Göran Persson
"Steget in i 2000-talet kan tas med optimism och framtidstro. Nu kan vi förskjuta fokus från försämringar till förbättringar, från uppoffringar till en rättvis fördelning, från konsolidering till byggandet av en bättre framtid. ",1997-09-16,Göran Persson
"Varje människa skall vara med - inte några, inte ett flertal - alla!",1997-09-16,Göran Persson
"Regeringsförklaring, 19981006, Göran Persson",1998-10-06,Göran Persson
"Eders Majestäter, ",1998-10-06,Göran Persson
"Eders Kungliga Högheter, Fru talman, Ä rade ledamöter av Sveriges riksdag! ",1998-10-06,Göran Persson
I dag samlas världens mest jämställda parlament för att axla förtroendet från det svenska folket att föra Sverige in i 2000-talet. ,1998-10-06,Göran Persson
"Sverige står inför betydande utmaningar. Trots att sysselsättningen ökar är 300 000 människor arbetslösa. Trots att tillväxten är hög är klyftorna mellan människor stora. Trots att nationens välstånd är större än någonsin, finns det brister i välfärden. ",1998-10-06,Göran Persson
"Det mandat som medborgarna gav uttryck för i valet är tydligt. Sverige skall ta steget in i nästa årtionde med fler jobb, större rättvisa och vidgat samarbete. Den budgetproposition som regeringen –i samarbete med miljöpartiet och vänsterpartiet –förelägger riksdagen i nästa vecka kommer att vila pådetta uppdrag. ",1998-10-06,Göran Persson
Den finansiella oron över världen ökar betydelsen av en stadig och ansvarstagande ekonomisk politik. Sveriges handelsberoende och finansiella historia gör oss utsatta. Grunden är sunda offentliga finanser och stabila priser. Därtill krävs beredskap för samförstånd och långsiktiga lösningar i riksdagen. ,1998-10-06,Göran Persson
"Tillsammans med andra progressiva regeringar i Europa kommer regeringen att föra en modern politik för högre tillväxt, ökad utbildning och dynamiska storstäder. Vi vill se ett Europa som kan förena socialt ansvar med vital utveckling. ",1998-10-06,Göran Persson
*** ,1998-10-06,Göran Persson
Steget in i 2000-talet skall tas med fördjupat internationellt samarbetet utan att de nationella demokratiernas styrka minskar. ,1998-10-06,Göran Persson
"Sverige skall aktivt bidra till att forma Europas framtid. Medlemskapet i Europeiska unionen ger Sverige möjlighet att verka för en kontinent präglad av demokrati, solidaritet och öppenhet. Ordförandeskapet i EU år 2001 blir en ny milstolpe i det svenska EU-arbetet. ",1998-10-06,Göran Persson
"Avståndet mellan folk och folkvalda måste minska i EU. Ö ppenheten bör öka, den demokratiska förankringen stärkas och samarbetsformerna utvecklas. Arbetssättet måste reformeras. ",1998-10-06,Göran Persson
EU:s arbete skall koncentreras till de frågor som berör människor. Endast genom konkreta resultat av direkt betydelse för människornas trygghet och välstånd kan EU fåden nödvändiga förankringen hos medborgarna i Unionens medlemsländer. ,1998-10-06,Göran Persson
I dag går 18 miljoner människor utan arbete i EU. Antidemokratiska krafter marscherar påEuropas gator. Miljöförstörelsen hotar såväl människors hälsa som ,1998-10-06,Göran Persson
2 ,1998-10-06,Göran Persson
"djur- och växtarters existens påvår kontinent och i våra hav. Det krävs ett framtidsprogram för EU som kan förena ökad sysselsättning, modern välfärd och bättre miljö. Riktlinjerna för sysselsättningspolitiken bör ges samma vikt som motsvarande instrument pådet ekonomiska och monetära området. ",1998-10-06,Göran Persson
"Jämställdheten mellan män och kvinnor i EU skall öka. Konsumenternas och löntagarnas ställning påden gemensamma marknaden skall stärkas. Det nya Europa skall utvecklas av människors möten –genom studier och arbete utomlands, genom vänortsutbyten och handel. ",1998-10-06,Göran Persson
Med utvidgningen av EU kan vi äntligen sätta punkt för det kalla kriget. För att utvidgningen inte skall försenas måste reformeringen av EU:s jordbruks- och strukturpolitik fortsätta. Sverige skall i första hand inrikta sina insatser påatt stödja de baltiska staterna och Polen i deras strävan att bli medlemmar i EU. ,1998-10-06,Göran Persson
Den gemensamma valutan kommer att förverkligas under mandatperioden. Beslut om svenskt deltagande i EMU:s tredje fas skall underställas det svenska folket i val eller i folkomröstning. För att öka kunskapen och stimulera en bred debatt påbörjas ett omfattande informations- och folkbildningsarbete om EMU. ,1998-10-06,Göran Persson
"Nya skiljelinjer i Europa får inte uppstå. Sveriges militära alliansfrihet, syftande till att vårt land skall kunna vara neutralt i händelse av krig i vårt närområde, består. Det främjar den säkerhetspolitiska stabiliteten i norra Europa. Inriktningen av försvarspolitiken bör förnyas. Totalförsvaret skall anpassas till vår tids hot och risker. Försvarets förmåga till internationella humanitära och fredsfrämjande insatser utvecklas. Vi fortsätter att bidra till att lösa konflikterna i Balkan. Lidandet i Kosovo måste fåett slut. Sverige är redo att stödja aktiva insatser. ",1998-10-06,Göran Persson
Det nordiska samarbetet stimuleras genom en allt närmare samverkan med de baltiska länderna. Ö stersjösamarbetet drivs vidare med oförminskad styrka. Den demokratiska utvecklingen och inriktningen mot en social marknadsekonomi i Ryssland ges fortsatt stöd. En särskild satsning görs under 1999 påsamarbetet med Polen. ,1998-10-06,Göran Persson
"Sveriges globala engagemang skall vägledas av ökad rättvisa, demokrati, mänskliga rättigheter samt ekonomisk och social utveckling. Biståndet höjs. En särskild satsning för att kombinera bistånd och ekonomiskt samarbete görs under 1999 i Sydafrika. Flyktingmottagandet måste präglas av humanitet och styras av asylrätten –i Sverige liksom i övriga Europa. ",1998-10-06,Göran Persson
Det aktiva arbetet i FN:s säkerhetsråd har ytterligare stärkt Sveriges internationella anseende. Reformeringen av FN drivs vidare. Ansträngningarna för att förebygga konflikter och främja nedrustning fortsätter. Engagemanget i FN utgör en hörnpelare i svensk utrikespolitik. ,1998-10-06,Göran Persson
*** ,1998-10-06,Göran Persson
3 ,1998-10-06,Göran Persson
Sverige skall ta steget in i 2000-talet med stark tillväxt utan att rovdriften på kommande generationers livsbetingelser fortsätter. ,1998-10-06,Göran Persson
Folkets vilja till arbete är nationens främsta tillgång. Under mandatperioden skall förutsättningar skapas för full sysselsättning. Delmålet att arbetslösheten skall nå4 procent under år 2000 ligger fast. Det skall kompletteras med målet att 80 procent av befolkningen skall vara sysselsatt år 2004. En tillväxttakt pånärmare 3 procent är möjlig de närmaste åren. ,1998-10-06,Göran Persson
"De internationella ekonomiska problemen måste tas påstörsta allvar. Ä ven om den svenska ekonomin allt tydligare drivs av inhemsk efterfrågan, riskerar tillväxten att påverkas av vikande exportmarknader och fortsatt finansiell oro. ",1998-10-06,Göran Persson
